,X_unit_id,X_worker_id,fluency,grammaticality,semantic_adequacy,mr,team,text,category,type,bleu,meteor,ter,systemtype,triplesize
25,1433935693,43891892,3,3,3,"1001_Gaussia | formerName | ""1923 OAA907 XC""",adapt,the former name for the former name for 11 gunger is 1923. one of the former name is 1923.,CelestialBody,unseen,0.138,0.1972647889,132.353,neural,1triple
26,1433935693,19638651,1,1,1,"1001_Gaussia | formerName | ""1923 OAA907 XC""",adapt,the former name for the former name for 11 gunger is 1923. one of the former name is 1923.,CelestialBody,unseen,0.138,0.1972647889,132.353,neural,1triple
27,1433935693,31883685,1,1,1,"1001_Gaussia | formerName | ""1923 OAA907 XC""",adapt,the former name for the former name for 11 gunger is 1923. one of the former name is 1923.,CelestialBody,unseen,0.138,0.1972647889,132.353,neural,1triple
28,1433935694,43891892,2,3,3,St._Vincent–St._Mary_High_School | country | United_States,melbourne,st. vincent–st. mary high school is a food found in united states.,SportsTeam,seen,0.213,0.5257900209,68.966,neural,1triple
29,1433935694,19638651,3,3,1,St._Vincent–St._Mary_High_School | country | United_States,melbourne,st. vincent–st. mary high school is a food found in united states.,SportsTeam,seen,0.213,0.5257900209,68.966,neural,1triple
30,1433935694,31883685,2,2,1,St._Vincent–St._Mary_High_School | country | United_States,melbourne,st. vincent–st. mary high school is a food found in united states.,SportsTeam,seen,0.213,0.5257900209,68.966,neural,1triple
31,1433935695,43891892,2,3,2,Bionico | region | Jalisco,upf-forge,bionico is found in jalisco.,Food,seen,0.448,0.3827852773,62.5,template,1triple
32,1433935695,43913997,3,3,3,Bionico | region | Jalisco,upf-forge,bionico is found in jalisco.,Food,seen,0.448,0.3827852773,62.5,template,1triple
33,1433935695,29768955,3,3,2,Bionico | region | Jalisco,upf-forge,bionico is found in jalisco.,Food,seen,0.448,0.3827852773,62.5,template,1triple
34,1433935695,44014780,1,1,1,Bionico | region | Jalisco,upf-forge,bionico is found in jalisco.,Food,seen,0.448,0.3827852773,62.5,template,1triple
35,1433935696,43891892,3,2,2,Denmark | demonym | Danes,tilburg-pipe,denmark demonym is danes.,Airport,seen,0.343,1,26.087,template,1triple
36,1433935696,43913997,1,1,2,Denmark | demonym | Danes,tilburg-pipe,denmark demonym is danes.,Airport,seen,0.343,1,26.087,template,1triple
37,1433935696,29768955,3,1,3,Denmark | demonym | Danes,tilburg-pipe,denmark demonym is danes.,Airport,seen,0.343,1,26.087,template,1triple
38,1433935696,44014780,3,3,3,Denmark | demonym | Danes,tilburg-pipe,denmark demonym is danes.,Airport,seen,0.343,1,26.087,template,1triple
39,1433935697,43891892,3,3,3,"Elliot_See | deathDate | ""1966-02-28""",melbourne,elliot see died on 1966-02-28.,Astronaut,seen,0.3,0.3725790923,53.571,neural,1triple
40,1433935697,43913997,3,3,3,"Elliot_See | deathDate | ""1966-02-28""",melbourne,elliot see died on 1966-02-28.,Astronaut,seen,0.3,0.3725790923,53.571,neural,1triple
41,1433935697,21365846,3,3,3,"Elliot_See | deathDate | ""1966-02-28""",melbourne,elliot see died on 1966-02-28.,Astronaut,seen,0.3,0.3725790923,53.571,neural,1triple
42,1433935697,44014780,2,2,2,"Elliot_See | deathDate | ""1966-02-28""",melbourne,elliot see died on 1966-02-28.,Astronaut,seen,0.3,0.3725790923,53.571,neural,1triple
43,1433935698,43891892,2,3,3,United_States_House_of_Representatives | location | United_States_Capitol,tilburg-pipe,united states capitol is in united states house of representatives.,City,seen,0.284,0.4106404723,52.174,template,1triple
44,1433935698,43913997,2,2,1,United_States_House_of_Representatives | location | United_States_Capitol,tilburg-pipe,united states capitol is in united states house of representatives.,City,seen,0.284,0.4106404723,52.174,template,1triple
45,1433935698,21365846,3,3,1,United_States_House_of_Representatives | location | United_States_Capitol,tilburg-pipe,united states capitol is in united states house of representatives.,City,seen,0.284,0.4106404723,52.174,template,1triple
46,1433935698,44014780,3,3,3,United_States_House_of_Representatives | location | United_States_Capitol,tilburg-pipe,united states capitol is in united states house of representatives.,City,seen,0.284,0.4106404723,52.174,template,1triple
47,1433935699,43891892,3,2,3,A.D._Isidro_Metapán | league | Salvadoran_Primera_División,webnlg,"a d isidro metapan play in a league called the salvadoran primera division .
",SportsTeam,seen,1,1,1,human,1triple
48,1433935699,43913997,2,2,3,A.D._Isidro_Metapán | league | Salvadoran_Primera_División,webnlg,"a d isidro metapan play in a league called the salvadoran primera division .
",SportsTeam,seen,1,1,1,human,1triple
49,1433935699,29768955,3,3,3,A.D._Isidro_Metapán | league | Salvadoran_Primera_División,webnlg,"a d isidro metapan play in a league called the salvadoran primera division .
",SportsTeam,seen,1,1,1,human,1triple
50,1433935699,18614189,2,2,2,A.D._Isidro_Metapán | league | Salvadoran_Primera_División,webnlg,"a d isidro metapan play in a league called the salvadoran primera division .
",SportsTeam,seen,1,1,1,human,1triple
51,1433935700,43891892,2,2,2,"Antioch,_California | isPartOf | Contra_Costa_County,_California",melbourne,"antioch, california is part of contra costa county, california.",City,seen,0.442,0.5166372125,45.455,neural,1triple
52,1433935700,43913997,3,3,3,"Antioch,_California | isPartOf | Contra_Costa_County,_California",melbourne,"antioch, california is part of contra costa county, california.",City,seen,0.442,0.5166372125,45.455,neural,1triple
53,1433935700,29768955,1,3,3,"Antioch,_California | isPartOf | Contra_Costa_County,_California",melbourne,"antioch, california is part of contra costa county, california.",City,seen,0.442,0.5166372125,45.455,neural,1triple
54,1433935700,18614189,2,3,3,"Antioch,_California | isPartOf | Contra_Costa_County,_California",melbourne,"antioch, california is part of contra costa county, california.",City,seen,0.442,0.5166372125,45.455,neural,1triple
55,1433935701,43891892,2,2,3,Bibbo_Bibbowski | creator | Jerry_Ordway,webnlg,"jerry ordway is the creator of bibbo bibbowski .
",ComicsCharacter,seen,1,1,1,human,1triple
56,1433935701,43913997,3,3,3,Bibbo_Bibbowski | creator | Jerry_Ordway,webnlg,"jerry ordway is the creator of bibbo bibbowski .
",ComicsCharacter,seen,1,1,1,human,1triple
57,1433935701,29768955,3,3,3,Bibbo_Bibbowski | creator | Jerry_Ordway,webnlg,"jerry ordway is the creator of bibbo bibbowski .
",ComicsCharacter,seen,1,1,1,human,1triple
58,1433935701,18614189,3,3,3,Bibbo_Bibbowski | creator | Jerry_Ordway,webnlg,"jerry ordway is the creator of bibbo bibbowski .
",ComicsCharacter,seen,1,1,1,human,1triple
59,1433935702,43891892,2,2,2,Romania | capital | Bucharest,adapt,the capital of romania is bucharest.,University,seen,0.643,1,28.571,neural,1triple
60,1433935702,43913997,3,3,3,Romania | capital | Bucharest,adapt,the capital of romania is bucharest.,University,seen,0.643,1,28.571,neural,1triple
61,1433935702,29768955,3,3,3,Romania | capital | Bucharest,adapt,the capital of romania is bucharest.,University,seen,0.643,1,28.571,neural,1triple
62,1433935702,18614189,3,3,3,Romania | capital | Bucharest,adapt,the capital of romania is bucharest.,University,seen,0.643,1,28.571,neural,1triple
63,1433935703,43891892,2,2,2,"Elliot_See | deathDate | ""1966-02-28""",tilburg-nmt,elliot see died on february 28th 1966.,Astronaut,seen,0.484,0.4916718736,42.857,neural,1triple
64,1433935703,43913997,3,3,3,"Elliot_See | deathDate | ""1966-02-28""",tilburg-nmt,elliot see died on february 28th 1966.,Astronaut,seen,0.484,0.4916718736,42.857,neural,1triple
65,1433935703,20328071,3,3,3,"Elliot_See | deathDate | ""1966-02-28""",tilburg-nmt,elliot see died on february 28th 1966.,Astronaut,seen,0.484,0.4916718736,42.857,neural,1triple
66,1433935703,40421145,2,2,3,"Elliot_See | deathDate | ""1966-02-28""",tilburg-nmt,elliot see died on february 28th 1966.,Astronaut,seen,0.484,0.4916718736,42.857,neural,1triple
67,1433935703,18614189,3,3,3,"Elliot_See | deathDate | ""1966-02-28""",tilburg-nmt,elliot see died on february 28th 1966.,Astronaut,seen,0.484,0.4916718736,42.857,neural,1triple
68,1433935704,43891892,2,2,2,"Airey_Neave | birthPlace | ""Knightsbridge, London""",tilburg-nmt,"airey neave was born in knightsbridge, london.",Politician,unseen,0.462,1,42.105,neural,1triple
69,1433935704,43913997,3,3,3,"Airey_Neave | birthPlace | ""Knightsbridge, London""",tilburg-nmt,"airey neave was born in knightsbridge, london.",Politician,unseen,0.462,1,42.105,neural,1triple
70,1433935704,20328071,3,3,3,"Airey_Neave | birthPlace | ""Knightsbridge, London""",tilburg-nmt,"airey neave was born in knightsbridge, london.",Politician,unseen,0.462,1,42.105,neural,1triple
71,1433935704,40421145,3,3,3,"Airey_Neave | birthPlace | ""Knightsbridge, London""",tilburg-nmt,"airey neave was born in knightsbridge, london.",Politician,unseen,0.462,1,42.105,neural,1triple
72,1433935704,18614189,3,3,3,"Airey_Neave | birthPlace | ""Knightsbridge, London""",tilburg-nmt,"airey neave was born in knightsbridge, london.",Politician,unseen,0.462,1,42.105,neural,1triple
73,1433935705,43891892,2,2,2,Alfa_Romeo_164 | relatedMeanOfTransportation | Lancia_Thema,adapt,the transportation of all romeo 164 is the lancia tennema.,MeanOfTransportation,unseen,0.362,0.2841672984,56,neural,1triple
74,1433935705,43913997,2,2,2,Alfa_Romeo_164 | relatedMeanOfTransportation | Lancia_Thema,adapt,the transportation of all romeo 164 is the lancia tennema.,MeanOfTransportation,unseen,0.362,0.2841672984,56,neural,1triple
75,1433935705,20328071,3,3,3,Alfa_Romeo_164 | relatedMeanOfTransportation | Lancia_Thema,adapt,the transportation of all romeo 164 is the lancia tennema.,MeanOfTransportation,unseen,0.362,0.2841672984,56,neural,1triple
76,1433935705,43984981,2,2,1,Alfa_Romeo_164 | relatedMeanOfTransportation | Lancia_Thema,adapt,the transportation of all romeo 164 is the lancia tennema.,MeanOfTransportation,unseen,0.362,0.2841672984,56,neural,1triple
77,1433935705,14186465,2,2,1,Alfa_Romeo_164 | relatedMeanOfTransportation | Lancia_Thema,adapt,the transportation of all romeo 164 is the lancia tennema.,MeanOfTransportation,unseen,0.362,0.2841672984,56,neural,1triple
78,1433935706,43891892,2,2,2,"Asher_and_Mary_Isabelle_Richardson_House | ReferenceNumber in the National Register of Historic Places | ""88002539""",tilburg-smt,asher and mary isabelle richardson house has the reference number 88002539 in the national register of historic places.,Building,seen,0.888,1,10,smt,1triple
79,1433935706,43913997,3,3,3,"Asher_and_Mary_Isabelle_Richardson_House | ReferenceNumber in the National Register of Historic Places | ""88002539""",tilburg-smt,asher and mary isabelle richardson house has the reference number 88002539 in the national register of historic places.,Building,seen,0.888,1,10,smt,1triple
80,1433935706,20328071,3,3,3,"Asher_and_Mary_Isabelle_Richardson_House | ReferenceNumber in the National Register of Historic Places | ""88002539""",tilburg-smt,asher and mary isabelle richardson house has the reference number 88002539 in the national register of historic places.,Building,seen,0.888,1,10,smt,1triple
81,1433935706,43984981,2,2,3,"Asher_and_Mary_Isabelle_Richardson_House | ReferenceNumber in the National Register of Historic Places | ""88002539""",tilburg-smt,asher and mary isabelle richardson house has the reference number 88002539 in the national register of historic places.,Building,seen,0.888,1,10,smt,1triple
82,1433935706,14186465,3,3,3,"Asher_and_Mary_Isabelle_Richardson_House | ReferenceNumber in the National Register of Historic Places | ""88002539""",tilburg-smt,asher and mary isabelle richardson house has the reference number 88002539 in the national register of historic places.,Building,seen,0.888,1,10,smt,1triple
83,1433935707,43891892,2,2,2,United_Kingdom | demonym | British_people,tilburg-pipe,british people live in united kingdom.,Artist,unseen,0.135,0.3324816654,66.667,template,1triple
84,1433935707,21665495,3,3,3,United_Kingdom | demonym | British_people,tilburg-pipe,british people live in united kingdom.,Artist,unseen,0.135,0.3324816654,66.667,template,1triple
85,1433935707,14186465,3,3,3,United_Kingdom | demonym | British_people,tilburg-pipe,british people live in united kingdom.,Artist,unseen,0.135,0.3324816654,66.667,template,1triple
86,1433935708,43891892,2,2,2,Acura_TLX | layout | AWD_(vehicle),pkuwriter,the layout of acura tlx is awd (vehicle).,MeanOfTransportation,unseen,0.218,0.431769467,66.667,neural,1triple
87,1433935708,21665495,2,3,3,Acura_TLX | layout | AWD_(vehicle),pkuwriter,the layout of acura tlx is awd (vehicle).,MeanOfTransportation,unseen,0.218,0.431769467,66.667,neural,1triple
88,1433935708,14186465,2,2,2,Acura_TLX | layout | AWD_(vehicle),pkuwriter,the layout of acura tlx is awd (vehicle).,MeanOfTransportation,unseen,0.218,0.431769467,66.667,neural,1triple
89,1433935709,43891892,2,1,2,Alfa_Romeo_164 | relatedMeanOfTransportation | Lancia_Thema,tilburg-smt,alfa romeo 164 relatedmeanoftransportation lancia thema,MeanOfTransportation,unseen,0.141,0.2926713892,56,smt,1triple
90,1433935709,21665495,1,1,1,Alfa_Romeo_164 | relatedMeanOfTransportation | Lancia_Thema,tilburg-smt,alfa romeo 164 relatedmeanoftransportation lancia thema,MeanOfTransportation,unseen,0.141,0.2926713892,56,smt,1triple
91,1433935709,43773154,1,1,3,Alfa_Romeo_164 | relatedMeanOfTransportation | Lancia_Thema,tilburg-smt,alfa romeo 164 relatedmeanoftransportation lancia thema,MeanOfTransportation,unseen,0.141,0.2926713892,56,smt,1triple
92,1433935710,43891892,2,2,3,A.D._Isidro_Metapán | league | Salvadoran_Primera_División,tilburg-pipe,a.d. isidro metapan play in salvadoran primera división,SportsTeam,seen,0.22,0.5368381648,51.22,template,1triple
93,1433935710,43913997,3,2,3,A.D._Isidro_Metapán | league | Salvadoran_Primera_División,tilburg-pipe,a.d. isidro metapan play in salvadoran primera división,SportsTeam,seen,0.22,0.5368381648,51.22,template,1triple
94,1433935710,20328071,2,2,3,A.D._Isidro_Metapán | league | Salvadoran_Primera_División,tilburg-pipe,a.d. isidro metapan play in salvadoran primera división,SportsTeam,seen,0.22,0.5368381648,51.22,template,1triple
95,1433935710,43984981,1,2,2,A.D._Isidro_Metapán | league | Salvadoran_Primera_División,tilburg-pipe,a.d. isidro metapan play in salvadoran primera división,SportsTeam,seen,0.22,0.5368381648,51.22,template,1triple
96,1433935710,43773154,1,2,3,A.D._Isidro_Metapán | league | Salvadoran_Primera_División,tilburg-pipe,a.d. isidro metapan play in salvadoran primera división,SportsTeam,seen,0.22,0.5368381648,51.22,template,1triple
97,1433935711,43891892,3,3,3,"Asher_and_Mary_Isabelle_Richardson_House | ReferenceNumber in the National Register of Historic Places | ""88002539""",pkuwriter,"the asher and mary isabelle richardson house is located on the 23rd register of historic places. it was given the "" 88002539 "".",Building,seen,0.373,0.393728878,60,neural,1triple
98,1433935711,43913997,3,3,2,"Asher_and_Mary_Isabelle_Richardson_House | ReferenceNumber in the National Register of Historic Places | ""88002539""",pkuwriter,"the asher and mary isabelle richardson house is located on the 23rd register of historic places. it was given the "" 88002539 "".",Building,seen,0.373,0.393728878,60,neural,1triple
99,1433935711,20328071,2,2,2,"Asher_and_Mary_Isabelle_Richardson_House | ReferenceNumber in the National Register of Historic Places | ""88002539""",pkuwriter,"the asher and mary isabelle richardson house is located on the 23rd register of historic places. it was given the "" 88002539 "".",Building,seen,0.373,0.393728878,60,neural,1triple
100,1433935711,43984981,3,2,3,"Asher_and_Mary_Isabelle_Richardson_House | ReferenceNumber in the National Register of Historic Places | ""88002539""",pkuwriter,"the asher and mary isabelle richardson house is located on the 23rd register of historic places. it was given the "" 88002539 "".",Building,seen,0.373,0.393728878,60,neural,1triple
101,1433935711,44041293,3,1,1,"Asher_and_Mary_Isabelle_Richardson_House | ReferenceNumber in the National Register of Historic Places | ""88002539""",pkuwriter,"the asher and mary isabelle richardson house is located on the 23rd register of historic places. it was given the "" 88002539 "".",Building,seen,0.373,0.393728878,60,neural,1triple
102,1433935711,43773154,3,3,3,"Asher_and_Mary_Isabelle_Richardson_House | ReferenceNumber in the National Register of Historic Places | ""88002539""",pkuwriter,"the asher and mary isabelle richardson house is located on the 23rd register of historic places. it was given the "" 88002539 "".",Building,seen,0.373,0.393728878,60,neural,1triple
103,1433935712,43891892,3,3,3,Bionico | region | Jalisco,adapt,bionico is from the region of jalisco.,Food,seen,0.45,0.4887104263,37.5,neural,1triple
104,1433935712,43913997,3,2,3,Bionico | region | Jalisco,adapt,bionico is from the region of jalisco.,Food,seen,0.45,0.4887104263,37.5,neural,1triple
105,1433935712,43984981,3,3,3,Bionico | region | Jalisco,adapt,bionico is from the region of jalisco.,Food,seen,0.45,0.4887104263,37.5,neural,1triple
106,1433935712,44041293,3,3,3,Bionico | region | Jalisco,adapt,bionico is from the region of jalisco.,Food,seen,0.45,0.4887104263,37.5,neural,1triple
107,1433935712,43773154,3,3,3,Bionico | region | Jalisco,adapt,bionico is from the region of jalisco.,Food,seen,0.45,0.4887104263,37.5,neural,1triple
108,1433935713,43891892,3,3,3,"Airey_Neave | birthPlace | ""Knightsbridge, London""",pkuwriter,"knightsbridge, london is the birthplace of building.",Politician,unseen,0.462,0.3904854435,52.632,neural,1triple
109,1433935713,21665495,1,1,1,"Airey_Neave | birthPlace | ""Knightsbridge, London""",pkuwriter,"knightsbridge, london is the birthplace of building.",Politician,unseen,0.462,0.3904854435,52.632,neural,1triple
110,1433935713,43773154,3,3,1,"Airey_Neave | birthPlace | ""Knightsbridge, London""",pkuwriter,"knightsbridge, london is the birthplace of building.",Politician,unseen,0.462,0.3904854435,52.632,neural,1triple
111,1433935714,43891892,3,3,3,101_Helena | apoapsis | 441092000.0 (kilometres),upf-forge,the apoapsis of 101 helena is 4.41092e8 kilometers.,CelestialBody,unseen,0.468,0.3696096971,42.857,template,1triple
112,1433935714,21665495,2,3,3,101_Helena | apoapsis | 441092000.0 (kilometres),upf-forge,the apoapsis of 101 helena is 4.41092e8 kilometers.,CelestialBody,unseen,0.468,0.3696096971,42.857,template,1triple
113,1433935714,43773154,3,3,3,101_Helena | apoapsis | 441092000.0 (kilometres),upf-forge,the apoapsis of 101 helena is 4.41092e8 kilometers.,CelestialBody,unseen,0.468,0.3696096971,42.857,template,1triple
114,1433935715,43891892,3,3,3,Buzz_Aldrin | was selected by NASA | 1963,baseline,buzz aldrin was selected by nasa in 1963.,Astronaut,seen,0.841,1,22.222,neural,1triple
115,1433935715,21665495,3,3,3,Buzz_Aldrin | was selected by NASA | 1963,baseline,buzz aldrin was selected by nasa in 1963.,Astronaut,seen,0.841,1,22.222,neural,1triple
116,1433935715,20404755,3,1,3,Buzz_Aldrin | was selected by NASA | 1963,baseline,buzz aldrin was selected by nasa in 1963.,Astronaut,seen,0.841,1,22.222,neural,1triple
117,1433935715,34016083,3,3,3,Buzz_Aldrin | was selected by NASA | 1963,baseline,buzz aldrin was selected by nasa in 1963.,Astronaut,seen,0.841,1,22.222,neural,1triple
118,1433935716,43891892,2,2,2,California | gemstone | Benitoite,baseline,the fossil is a fossil from california.,Astronaut,seen,0.247,0.2664088615,71.429,neural,1triple
119,1433935716,43913997,3,3,1,California | gemstone | Benitoite,baseline,the fossil is a fossil from california.,Astronaut,seen,0.247,0.2664088615,71.429,neural,1triple
120,1433935716,43942797,1,2,1,California | gemstone | Benitoite,baseline,the fossil is a fossil from california.,Astronaut,seen,0.247,0.2664088615,71.429,neural,1triple
121,1433935716,43984981,2,2,1,California | gemstone | Benitoite,baseline,the fossil is a fossil from california.,Astronaut,seen,0.247,0.2664088615,71.429,neural,1triple
122,1433935716,20404755,1,1,1,California | gemstone | Benitoite,baseline,the fossil is a fossil from california.,Astronaut,seen,0.247,0.2664088615,71.429,neural,1triple
123,1433935716,34016083,3,1,1,California | gemstone | Benitoite,baseline,the fossil is a fossil from california.,Astronaut,seen,0.247,0.2664088615,71.429,neural,1triple
124,1433935717,43913997,3,3,3,United_States_Air_Force | battles | 1986_United_States_bombing_of_Libya,vietnam,the united states air force was involved in battles at the 1986 united states bombing of libya.,Airport,seen,0.631,0.4554148358,46.667,template,1triple
125,1433935717,43942797,3,3,3,United_States_Air_Force | battles | 1986_United_States_bombing_of_Libya,vietnam,the united states air force was involved in battles at the 1986 united states bombing of libya.,Airport,seen,0.631,0.4554148358,46.667,template,1triple
126,1433935717,31883685,3,3,3,United_States_Air_Force | battles | 1986_United_States_bombing_of_Libya,vietnam,the united states air force was involved in battles at the 1986 united states bombing of libya.,Airport,seen,0.631,0.4554148358,46.667,template,1triple
127,1433935717,43891892,3,3,3,United_States_Air_Force | battles | 1986_United_States_bombing_of_Libya,vietnam,the united states air force was involved in battles at the 1986 united states bombing of libya.,Airport,seen,0.631,0.4554148358,46.667,template,1triple
128,1433935717,43984981,2,3,3,United_States_Air_Force | battles | 1986_United_States_bombing_of_Libya,vietnam,the united states air force was involved in battles at the 1986 united states bombing of libya.,Airport,seen,0.631,0.4554148358,46.667,template,1triple
129,1433935718,43913997,3,2,1,"Abradab | background | ""solo_singer""",baseline,the administrative government is governed by the flemish government.,Artist,unseen,0.197,0.0504772382,94.737,neural,1triple
130,1433935718,43942797,3,3,3,"Abradab | background | ""solo_singer""",baseline,the administrative government is governed by the flemish government.,Artist,unseen,0.197,0.0504772382,94.737,neural,1triple
131,1433935718,31883685,2,2,1,"Abradab | background | ""solo_singer""",baseline,the administrative government is governed by the flemish government.,Artist,unseen,0.197,0.0504772382,94.737,neural,1triple
132,1433935718,43891892,3,3,1,"Abradab | background | ""solo_singer""",baseline,the administrative government is governed by the flemish government.,Artist,unseen,0.197,0.0504772382,94.737,neural,1triple
133,1433935718,43984981,3,3,1,"Abradab | background | ""solo_singer""",baseline,the administrative government is governed by the flemish government.,Artist,unseen,0.197,0.0504772382,94.737,neural,1triple
134,1433935720,43913997,3,3,3,"Ben_Urich | fullName | ""Benjamin Urich""",webnlg,"ben urich ' s full name is actually benjamin urich .
",ComicsCharacter,seen,1,1,1,human,1triple
135,1433935720,6352345,3,1,3,"Ben_Urich | fullName | ""Benjamin Urich""",webnlg,"ben urich ' s full name is actually benjamin urich .
",ComicsCharacter,seen,1,1,1,human,1triple
136,1433935720,43942797,2,2,2,"Ben_Urich | fullName | ""Benjamin Urich""",webnlg,"ben urich ' s full name is actually benjamin urich .
",ComicsCharacter,seen,1,1,1,human,1triple
137,1433935720,43891892,3,3,3,"Ben_Urich | fullName | ""Benjamin Urich""",webnlg,"ben urich ' s full name is actually benjamin urich .
",ComicsCharacter,seen,1,1,1,human,1triple
138,1433935720,38153196,2,2,3,"Ben_Urich | fullName | ""Benjamin Urich""",webnlg,"ben urich ' s full name is actually benjamin urich .
",ComicsCharacter,seen,1,1,1,human,1triple
139,1433935722,43913997,3,2,3,United_States_Air_Force | battles | 1986_United_States_bombing_of_Libya,melbourne,united states air force fought battles in 1986 united states bombing of libya.,Airport,seen,0.514,0.4228433739,53.333,neural,1triple
140,1433935722,6352345,3,1,3,United_States_Air_Force | battles | 1986_United_States_bombing_of_Libya,melbourne,united states air force fought battles in 1986 united states bombing of libya.,Airport,seen,0.514,0.4228433739,53.333,neural,1triple
141,1433935722,43942797,3,3,3,United_States_Air_Force | battles | 1986_United_States_bombing_of_Libya,melbourne,united states air force fought battles in 1986 united states bombing of libya.,Airport,seen,0.514,0.4228433739,53.333,neural,1triple
142,1433935722,38153196,2,2,3,United_States_Air_Force | battles | 1986_United_States_bombing_of_Libya,melbourne,united states air force fought battles in 1986 united states bombing of libya.,Airport,seen,0.514,0.4228433739,53.333,neural,1triple
143,1433935723,43913997,3,3,3,California | gemstone | Benitoite,webnlg,"the gemstone of california is benitoite .
",Astronaut,seen,1,1,1,human,1triple
144,1433935723,6352345,3,1,3,California | gemstone | Benitoite,webnlg,"the gemstone of california is benitoite .
",Astronaut,seen,1,1,1,human,1triple
145,1433935723,43942797,3,3,3,California | gemstone | Benitoite,webnlg,"the gemstone of california is benitoite .
",Astronaut,seen,1,1,1,human,1triple
